Pocket Set	Domain	PDB	Chain	DOI hyperlink
PDB-PD	P67809_PF00313_59_128	5YTT	A	http://doi.org/10.2210/pdb5YTT/pdb
PDB-PD	P67812_PF00717_21_143	7P2P	A	http://doi.org/10.2210/pdb7P2P/pdb
PDB-PD	P67870_PF01214_8_191	3EED	A	http://doi.org/10.2210/pdb3EED/pdb
PDB-PD	P68036_PF00179_6_144	4Q5E	C	http://doi.org/10.2210/pdb4Q5E/pdb
PDB-PD	P68106_PF00254_13_105	5HKG	A	http://doi.org/10.2210/pdb5HKG/pdb
PDB-PD	P68363_PF00091_3_214	6S8L	A	http://doi.org/10.2210/pdb6S8L/pdb
PDB-PD	P68363_PF03953_263_393	6S8L	A	http://doi.org/10.2210/pdb6S8L/pdb
PDB-PD	P68400_PF00069_39_324	3WAR	A	http://doi.org/10.2210/pdb3WAR/pdb
PDB-PD	P68402_PF13472_44_204	1VYH	B	http://doi.org/10.2210/pdb1VYH/pdb
PDB-PD	P68871_PF00042_26_142	2W72	B	http://doi.org/10.2210/pdb2W72/pdb
PDB-PD	P69891_PF00042_26_142	1I3D	A	http://doi.org/10.2210/pdb1I3D/pdb
PDB-PD	P69892_PF00042_26_142	4MQJ	B	http://doi.org/10.2210/pdb4MQJ/pdb
PDB-PD	P69905_PF00042_27_137	2W72	A	http://doi.org/10.2210/pdb2W72/pdb
PDB-PD	P78310_PF00047_149_225	3J6N	K	http://doi.org/10.2210/pdb3J6N/pdb
PDB-PD	P78310_PF07686_23_138	1EAJ	A	http://doi.org/10.2210/pdb1EAJ/pdb
PDB-PD	P78314_PF00017_458_538	2CR4	A	http://doi.org/10.2210/pdb2CR4/pdb
PDB-PD	P78317_PF13923_131_176	2XEU	A	http://doi.org/10.2210/pdb2XEU/pdb
PDB-PD	P78324_PF07654_152_235	2WNG	A	http://doi.org/10.2210/pdb2WNG/pdb
PDB-PD	P78324_PF07654_256_338	2WNG	A	http://doi.org/10.2210/pdb2WNG/pdb
PDB-PD	P78324_PF07686_38_145	2UV3	A	http://doi.org/10.2210/pdb2UV3/pdb
PDB-PD	P78325_PF01421_200_400	4DD8	A	http://doi.org/10.2210/pdb4DD8/pdb
PDB-PD	P78330_PF00702_14_191	6HYY	A	http://doi.org/10.2210/pdb6HYY/pdb
PDB-PD	P78345_PF01248_99_189	6AHU	C	http://doi.org/10.2210/pdb6AHU/pdb
PDB-PD	P78346_PF01876_5_224	6AHU	I	http://doi.org/10.2210/pdb6AHU/pdb
PDB-PD	P78352_PF00595_160_244	6SPV	A	http://doi.org/10.2210/pdb6SPV/pdb
PDB-PD	P78352_PF00595_313_391	6QJL	A	http://doi.org/10.2210/pdb6QJL/pdb
PDB-PD	P78352_PF00595_65_149	6SPV	A	http://doi.org/10.2210/pdb6SPV/pdb
PDB-PD	P78362_PF00069_511_686	2X7G	A	http://doi.org/10.2210/pdb2X7G/pdb
PDB-PD	P78362_PF00069_81_230	2X7G	A	http://doi.org/10.2210/pdb2X7G/pdb
PDB-PD	P78363_PF00005_1955_2099	7M1Q	A	http://doi.org/10.2210/pdb7M1Q/pdb
PDB-PD	P78363_PF00005_946_1090	7M1Q	A	http://doi.org/10.2210/pdb7M1Q/pdb
PDB-PD	P78368_PF00069_46_299	2C47	A	http://doi.org/10.2210/pdb2C47/pdb
PDB-PD	P78380_PF00059_161_266	6TL7	A	http://doi.org/10.2210/pdb6TL7/pdb
PDB-PD	P78410_PF07686_35_144	4F8Q	A	http://doi.org/10.2210/pdb4F8Q/pdb
PDB-PD	P78417_PF13417_26_101	5YVN	A	http://doi.org/10.2210/pdb5YVN/pdb
PDB-PD	P78417_PF14497_124_219	5YVN	A	http://doi.org/10.2210/pdb5YVN/pdb
PDB-PD	P78423_PF00048_31_89	1F2L	A	http://doi.org/10.2210/pdb1F2L/pdb
PDB-PD	P78504_PF00008_300_332	4CC0	A	http://doi.org/10.2210/pdb4CC0/pdb
PDB-PD	P78504_PF01414_187_232	4CC0	A	http://doi.org/10.2210/pdb4CC0/pdb
PDB-PD	P78527_PF08163_1816_2202	7SGL	A	http://doi.org/10.2210/pdb7SGL/pdb
PDB-PD	P78536_PF16698_581_642	2M2F	A	http://doi.org/10.2210/pdb2M2F/pdb
PDB-PD	P78540_PF00491_24_324	4HZE	C	http://doi.org/10.2210/pdb4HZE/pdb
PDB-PD	P78545_PF02198_48_132	2E8P	A	http://doi.org/10.2210/pdb2E8P/pdb
PDB-PD	P78549_PF00730_134_272	7RDS	A	http://doi.org/10.2210/pdb7RDS/pdb
PDB-PD	P78552_PF09240_131_225	3BPO	C	http://doi.org/10.2210/pdb3BPO/pdb
PDB-PD	P78552_PF18001_31_125	5E4E	C	http://doi.org/10.2210/pdb5E4E/pdb
PDB-PD	P78556_PF00048_30_89	1M8A	A	http://doi.org/10.2210/pdb1M8A/pdb
PDB-PD	P78560_PF00531_117_195	2O71	A	http://doi.org/10.2210/pdb2O71/pdb
PDB-PD	P78560_PF00619_6_89	3CRD	A	http://doi.org/10.2210/pdb3CRD/pdb
PDB-PD	P78563_PF00035_239_296	6VFF	B	http://doi.org/10.2210/pdb6VFF/pdb
PDB-PD	P79483_PF00969_42_116	2Q6W	B	http://doi.org/10.2210/pdb2Q6W/pdb
PDB-PD	P79483_PF07654_128_209	2Q6W	B	http://doi.org/10.2210/pdb2Q6W/pdb
PDB-PD	P80075_PF00048_32_90	7S5A	A	http://doi.org/10.2210/pdb7S5A/pdb
PDB-PD	P80188_PF00061_48_193	6QMU	A	http://doi.org/10.2210/pdb6QMU/pdb
PDB-PD	P80192_PF00069_144_403	4UY9	A	http://doi.org/10.2210/pdb4UY9/pdb
PDB-PD	P80511_PF01023_4_48	2WCB	A	http://doi.org/10.2210/pdb2WCB/pdb
PDB-PD	P81534_PF00711_29_64	1KJ6	A	http://doi.org/10.2210/pdb1KJ6/pdb
PDB-PD	P82979_PF02037_8_42	2DO1	A	http://doi.org/10.2210/pdb2DO1/pdb
PDB-PD	P82980_PF00061_6_134	1GGL	A	http://doi.org/10.2210/pdb1GGL/pdb
PDB-PD	P83110_PF13180_356_448	2P3W	A	http://doi.org/10.2210/pdb2P3W/pdb
PDB-PD	P83110_PF13365_175_319	4RI0	C	http://doi.org/10.2210/pdb4RI0/pdb
PDB-PD	P83111_PF00144_111_253	7V1Y	A	http://doi.org/10.2210/pdb7V1Y/pdb
PDB-PD	P83111_PF00144_277_538	7V1Y	A	http://doi.org/10.2210/pdb7V1Y/pdb
PDB-PD	P83876_PF02966_4_136	1QGV	A	http://doi.org/10.2210/pdb1QGV/pdb
PDB-PD	P83916_PF00385_21_70	3F2U	A	http://doi.org/10.2210/pdb3F2U/pdb
PDB-PD	P83916_PF01393_119_170	2FMM	A	http://doi.org/10.2210/pdb2FMM/pdb
PDB-PD	P84022_PF03165_31_131	5OD6	A	http://doi.org/10.2210/pdb5OD6/pdb
PDB-PD	P84074_PF13499_98_174	5G4P	A	http://doi.org/10.2210/pdb5G4P/pdb
PDB-PD	P84074_PF13833_39_90	5G4P	A	http://doi.org/10.2210/pdb5G4P/pdb
PDB-PD	P84077_PF00025_3_177	1HUR	A	http://doi.org/10.2210/pdb1HUR/pdb
PDB-PD	P84085_PF00025_5_177	2B6H	A	http://doi.org/10.2210/pdb2B6H/pdb
PDB-PD	P84095_PF00071_5_178	6UKA	A	http://doi.org/10.2210/pdb6UKA/pdb
PDB-PD	P84103_PF00076_12_77	2I38	A	http://doi.org/10.2210/pdb2I38/pdb
PDB-PD	P86397_PF01575_32_152	3IR3	A	http://doi.org/10.2210/pdb3IR3/pdb
PDB-PD	P98066_PF00193_36_128	2PF5	D	http://doi.org/10.2210/pdb2PF5/pdb
PDB-PD	P98066_PF00431_135_244	2WNO	A	http://doi.org/10.2210/pdb2WNO/pdb
PDB-PD	P98073_PF00089_785_1014	4DGJ	A	http://doi.org/10.2210/pdb4DGJ/pdb
PDB-PD	P98082_PF00640_50_176	6O5O	A	http://doi.org/10.2210/pdb6O5O/pdb
PDB-PD	P98160_PF02210_4234_4364	3SH4	A	http://doi.org/10.2210/pdb3SH4/pdb
PDB-PD	P98161_PF00801_275_346	1B4R	A	http://doi.org/10.2210/pdb1B4R/pdb
PDB-PD	P98170_PF00653_166_231	4J44	A	http://doi.org/10.2210/pdb4J44/pdb
PDB-PD	P98170_PF00653_268_331	3HL5	A	http://doi.org/10.2210/pdb3HL5/pdb
PDB-PD	P98170_PF00653_29_94	2POI	A	http://doi.org/10.2210/pdb2POI/pdb
PDB-PD	P98170_PF13920_446_490	5O6T	A	http://doi.org/10.2210/pdb5O6T/pdb
PDB-PD	P98171_PF00018_752_797	2EPD	A	http://doi.org/10.2210/pdb2EPD/pdb
PDB-PD	P98172_PF00812_28_164	6THG	C	http://doi.org/10.2210/pdb6THG/pdb
PDB-PD	P98175_PF00076_131_202	2LXI	A	http://doi.org/10.2210/pdb2LXI/pdb
PDB-PD	P98175_PF00641_214_242	2MXV	A	http://doi.org/10.2210/pdb2MXV/pdb
PDB-PD	P98175_PF17780_568_619	2MXW	A	http://doi.org/10.2210/pdb2MXW/pdb
PDB-PD	P98177_PF00250_101_189	3L2C	A	http://doi.org/10.2210/pdb3L2C/pdb
PDB-PD	P98179_PF00076_8_78	7EB1	A	http://doi.org/10.2210/pdb7EB1/pdb
PDB-PD	P99999_PF00034_4_103	5TY3	A	http://doi.org/10.2210/pdb5TY3/pdb
PDB-PD	Q00013_PF00595_71_149	2EJY	A	http://doi.org/10.2210/pdb2EJY/pdb
PDB-PD	Q00013_PF00625_281_453	3NEY	F	http://doi.org/10.2210/pdb3NEY/pdb
PDB-PD	Q00059_PF00505_50_118	3TQ6	A	http://doi.org/10.2210/pdb3TQ6/pdb
PDB-PD	Q00059_PF09011_152_219	3FGH	A	http://doi.org/10.2210/pdb3FGH/pdb
PDB-PD	Q00266_PF00438_17_115	2OBV	A	http://doi.org/10.2210/pdb2OBV/pdb
PDB-PD	Q00266_PF02772_129_250	2OBV	A	http://doi.org/10.2210/pdb2OBV/pdb
PDB-PD	Q00266_PF02773_252_389	2OBV	A	http://doi.org/10.2210/pdb2OBV/pdb
PDB-PD	Q00341_PF00013_1054_1119	2CTL	A	http://doi.org/10.2210/pdb2CTL/pdb
PDB-PD	Q00341_PF00013_1129_1192	2CTM	A	http://doi.org/10.2210/pdb2CTM/pdb
PDB-PD	Q00341_PF00013_152_214	2CTE	A	http://doi.org/10.2210/pdb2CTE/pdb
PDB-PD	Q00341_PF00013_366_426	2CTF	A	http://doi.org/10.2210/pdb2CTF/pdb
PDB-PD	Q00341_PF00013_437_499	1VIG	A	http://doi.org/10.2210/pdb1VIG/pdb
PDB-PD	Q00341_PF00013_655_718	2CTJ	A	http://doi.org/10.2210/pdb2CTJ/pdb
PDB-PD	Q00341_PF00013_974_1036	2CTK	A	http://doi.org/10.2210/pdb2CTK/pdb
PDB-PD	Q00403_PF00382_110_201	7NVU	M	http://doi.org/10.2210/pdb7NVU/pdb
PDB-PD	Q00403_PF00382_204_295	7NVU	M	http://doi.org/10.2210/pdb7NVU/pdb
PDB-PD	Q00403_PF08271_13_55	7NVU	M	http://doi.org/10.2210/pdb7NVU/pdb
PDB-PD	Q00532_PF00069_5_288	4AGU	A	http://doi.org/10.2210/pdb4AGU/pdb
PDB-PD	Q00534_PF00069_13_300	1BLX	A	http://doi.org/10.2210/pdb1BLX/pdb
PDB-PD	Q00535_PF00069_4_286	4AU8	A	http://doi.org/10.2210/pdb4AU8/pdb
PDB-PD	Q00536_PF00069_165_446	5G6V	A	http://doi.org/10.2210/pdb5G6V/pdb
PDB-PD	Q00604_PF00007_37_133	5BQ8	A	http://doi.org/10.2210/pdb5BQ8/pdb
PDB-PD	Q00613_PF00447_18_118	5HDN	A	http://doi.org/10.2210/pdb5HDN/pdb
PDB-PD	Q00653_PF00531_775_850	2D96	A	http://doi.org/10.2210/pdb2D96/pdb
PDB-PD	Q00653_PF00554_40_220	1A3Q	A	http://doi.org/10.2210/pdb1A3Q/pdb
PDB-PD	Q00653_PF16179_229_329	1A3Q	A	http://doi.org/10.2210/pdb1A3Q/pdb
PDB-PD	Q00688_PF00254_121_221	5D75	A	http://doi.org/10.2210/pdb5D75/pdb
PDB-PD	Q00688_PF18410_6_77	2KFV	A	http://doi.org/10.2210/pdb2KFV/pdb
PDB-PD	Q00722_PF00168_682_784	2ZKM	X	http://doi.org/10.2210/pdb2ZKM/pdb
PDB-PD	Q00722_PF17787_12_141	2ZKM	X	http://doi.org/10.2210/pdb2ZKM/pdb
PDB-PD	Q00796_PF00107_183_313	1PL8	A	http://doi.org/10.2210/pdb1PL8/pdb
PDB-PD	Q00796_PF08240_32_143	1PL8	A	http://doi.org/10.2210/pdb1PL8/pdb
PDB-PD	Q00872_PF00041_719_822	2YUW	A	http://doi.org/10.2210/pdb2YUW/pdb
PDB-PD	Q00872_PF00041_933_1016	2YUX	A	http://doi.org/10.2210/pdb2YUX/pdb
PDB-PD	Q00872_PF07679_253_337	2YXM	A	http://doi.org/10.2210/pdb2YXM/pdb
PDB-PD	Q00872_PF07679_342_431	1X44	A	http://doi.org/10.2210/pdb1X44/pdb
PDB-PD	Q00872_PF07679_433_507	2YUZ	A	http://doi.org/10.2210/pdb2YUZ/pdb
PDB-PD	Q00872_PF07679_59_159	2DAV	A	http://doi.org/10.2210/pdb2DAV/pdb
PDB-PD	Q00987_PF00641_299_328	4XXB	B	http://doi.org/10.2210/pdb4XXB/pdb
PDB-PD	Q00987_PF02201_26_101	6Q9L	A	http://doi.org/10.2210/pdb6Q9L/pdb
PDB-PD	Q00987_PF13920_434_485	6SQO	A	http://doi.org/10.2210/pdb6SQO/pdb
PDB-PD	Q01064_PF00233_222_450	5UOY	A	http://doi.org/10.2210/pdb5UOY/pdb
PDB-PD	Q01081_PF00076_82_141	1JMT	A	http://doi.org/10.2210/pdb1JMT/pdb
PDB-PD	Q01082_PF00307_173_279	1BKR	A	http://doi.org/10.2210/pdb1BKR/pdb
PDB-PD	Q01082_PF00435_1698_1803	3EDV	A	http://doi.org/10.2210/pdb3EDV/pdb
PDB-PD	Q01082_PF00435_1805_1909	3EDV	A	http://doi.org/10.2210/pdb3EDV/pdb
PDB-PD	Q01082_PF00435_1912_2015	3EDV	A	http://doi.org/10.2210/pdb3EDV/pdb
PDB-PD	Q01085_PF00076_11_79	2CQI	A	http://doi.org/10.2210/pdb2CQI/pdb
PDB-PD	Q01085_PF00076_207_271	1X4G	A	http://doi.org/10.2210/pdb1X4G/pdb
PDB-PD	Q01085_PF00076_99_169	2DH7	A	http://doi.org/10.2210/pdb2DH7/pdb
PDB-PD	Q01094_PF16421_206_299	2AZE	B	http://doi.org/10.2210/pdb2AZE/pdb
PDB-PD	Q01101_PF00096_469_492	2LV2	A	http://doi.org/10.2210/pdb2LV2/pdb
PDB-PD	Q01130_PF00076_16_86	2LEC	A	http://doi.org/10.2210/pdb2LEC/pdb
PDB-PD	Q01167_PF00250_257_343	2C6Y	A	http://doi.org/10.2210/pdb2C6Y/pdb
PDB-PD	Q01196_PF00853_51_179	1H9D	C	http://doi.org/10.2210/pdb1H9D/pdb
PDB-PD	Q01344_PF09240_131_236	3QT2	A	http://doi.org/10.2210/pdb3QT2/pdb
PDB-PD	Q01415_PF10509_24_73	2A2C	A	http://doi.org/10.2210/pdb2A2C/pdb
PDB-PD	Q01469_PF00061_8_134	5HZ5	A	http://doi.org/10.2210/pdb5HZ5/pdb
PDB-PD	Q01484_PF17809_1324_1454	6M3Q	E	http://doi.org/10.2210/pdb6M3Q/pdb
PDB-PD	Q01523_PF00323_65_93	4RBX	A	http://doi.org/10.2210/pdb4RBX/pdb
PDB-PD	Q01524_PF00323_72_99	3QTE	A	http://doi.org/10.2210/pdb3QTE/pdb
PDB-PD	Q01543_PF00178_282_361	5E8G	A	http://doi.org/10.2210/pdb5E8G/pdb
PDB-PD	Q01543_PF02198_114_198	1X66	A	http://doi.org/10.2210/pdb1X66/pdb
PDB-PD	Q01581_PF01154_13_186	2P8U	A	http://doi.org/10.2210/pdb2P8U/pdb
PDB-PD	Q01581_PF08540_187_469	2P8U	A	http://doi.org/10.2210/pdb2P8U/pdb
PDB-PD	Q01638_PF07679_18_104	4KC3	B	http://doi.org/10.2210/pdb4KC3/pdb
PDB-PD	Q01658_PF00808_11_75	1JFI	B	http://doi.org/10.2210/pdb1JFI/pdb
PDB-PD	Q01780_PF00570_506_573	3SAF	A	http://doi.org/10.2210/pdb3SAF/pdb
PDB-PD	Q01780_PF01612_288_456	3SAF	A	http://doi.org/10.2210/pdb3SAF/pdb
PDB-PD	Q01813_PF00365_26_333	4XZ2	B	http://doi.org/10.2210/pdb4XZ2/pdb
PDB-PD	Q01813_PF00365_412_697	4XZ2	D	http://doi.org/10.2210/pdb4XZ2/pdb
PDB-PD	Q01826_PF00046_645_702	2MW8	A	http://doi.org/10.2210/pdb2MW8/pdb
PDB-PD	Q01826_PF02376_366_445	2O4A	A	http://doi.org/10.2210/pdb2O4A/pdb
PDB-PD	Q01826_PF16534_72_170	3TUO	A	http://doi.org/10.2210/pdb3TUO/pdb
PDB-PD	Q01826_PF16557_176_247	3NZL	A	http://doi.org/10.2210/pdb3NZL/pdb
PDB-PD	Q01844_PF00076_363_441	2CPE	A	http://doi.org/10.2210/pdb2CPE/pdb
PDB-PD	Q01955_PF01413_1446_1553	5NB0	B	http://doi.org/10.2210/pdb5NB0/pdb
PDB-PD	Q01955_PF01413_1556_1667	5NB0	B	http://doi.org/10.2210/pdb5NB0/pdb
PDB-PD	Q01968_PF00620_735_873	3QIS	A	http://doi.org/10.2210/pdb3QIS/pdb
PDB-PD	Q01968_PF03372_245_524	4CMN	A	http://doi.org/10.2210/pdb4CMN/pdb
PDB-PD	Q01968_PF16726_18_118	2KIE	A	http://doi.org/10.2210/pdb2KIE/pdb
PDB-PD	Q01970_PF00168_726_827	7SQ2	B	http://doi.org/10.2210/pdb7SQ2/pdb
PDB-PD	Q01970_PF08703_1029_1202	4GNK	E	http://doi.org/10.2210/pdb4GNK/pdb
PDB-PD	Q01970_PF09279_216_310	7SQ2	B	http://doi.org/10.2210/pdb7SQ2/pdb
PDB-PD	Q01970_PF17787_17_146	4QJ3	B	http://doi.org/10.2210/pdb4QJ3/pdb
PDB-PD	Q01973_PF00051_313_391	6BA5	M	http://doi.org/10.2210/pdb6BA5/pdb
PDB-PD	Q01973_PF07714_473_746	6TU9	A	http://doi.org/10.2210/pdb6TU9/pdb
PDB-PD	Q01974_PF00051_316_394	6OSN	A	http://doi.org/10.2210/pdb6OSN/pdb
PDB-PD	Q01974_PF07714_473_746	4GT4	A	http://doi.org/10.2210/pdb4GT4/pdb
PDB-PD	Q02078_PF00319_10_57	1EGW	A	http://doi.org/10.2210/pdb1EGW/pdb
PDB-PD	Q02080_PF00319_10_57	1N6J	A	http://doi.org/10.2210/pdb1N6J/pdb
PDB-PD	Q02083_PF02275_126_312	6DXW	A	http://doi.org/10.2210/pdb6DXW/pdb
PDB-PD	Q02108_PF00211_472_658	4NI2	A	http://doi.org/10.2210/pdb4NI2/pdb
PDB-PD	Q02108_PF07701_275_466	7D9R	A	http://doi.org/10.2210/pdb7D9R/pdb
PDB-PD	Q02127_PF01180_77_377	4OQV	A	http://doi.org/10.2210/pdb4OQV/pdb
PDB-PD	Q02153_PF00211_412_606	2WZ1	A	http://doi.org/10.2210/pdb2WZ1/pdb
PDB-PD	Q02153_PF07700_2_166	7D9R	B	http://doi.org/10.2210/pdb7D9R/pdb
PDB-PD	Q02153_PF07701_206_406	7D9R	B	http://doi.org/10.2210/pdb7D9R/pdb
PDB-PD	Q02223_PF09257_8_45	1OQD	L	http://doi.org/10.2210/pdb1OQD/pdb
PDB-PD	Q02224_PF00225_12_329	1T5C	A	http://doi.org/10.2210/pdb1T5C/pdb
PDB-PD	Q02241_PF16540_803_906	3VHX	F	http://doi.org/10.2210/pdb3VHX/pdb
PDB-PD	Q02246_PF07679_327_412	2OM5	A	http://doi.org/10.2210/pdb2OM5/pdb
PDB-PD	Q02246_PF13927_238_310	2OM5	A	http://doi.org/10.2210/pdb2OM5/pdb
PDB-PD	Q02246_PF13927_37_115	2OM5	A	http://doi.org/10.2210/pdb2OM5/pdb
PDB-PD	Q02297_PF00008_182_220	3U7U	L	http://doi.org/10.2210/pdb3U7U/pdb
PDB-PD	Q02363_PF00010_35_76	4AYA	A	http://doi.org/10.2210/pdb4AYA/pdb
PDB-PD	Q02410_PF00595_656_740	1U37	A	http://doi.org/10.2210/pdb1U37/pdb
PDB-PD	Q02410_PF00595_747_820	1Y7N	A	http://doi.org/10.2210/pdb1Y7N/pdb
PDB-PD	Q02487_PF00028_248_346	5ERP	A	http://doi.org/10.2210/pdb5ERP/pdb
PDB-PD	Q02487_PF00028_360_463	5ERP	A	http://doi.org/10.2210/pdb5ERP/pdb
PDB-PD	Q02487_PF00028_476_568	5ERP	A	http://doi.org/10.2210/pdb5ERP/pdb
PDB-PD	Q02535_PF00010_40_81	2LFH	A	http://doi.org/10.2210/pdb2LFH/pdb
PDB-PD	Q02548_PF00292_16_140	1K78	A	http://doi.org/10.2210/pdb1K78/pdb
PDB-PD	Q02641_PF00625_228_408	7VFS	D	http://doi.org/10.2210/pdb7VFS/pdb
PDB-PD	Q02750_PF00069_68_361	7B7R	A	http://doi.org/10.2210/pdb7B7R/pdb
PDB-PD	Q02763_PF00041_445_530	5UTK	A	http://doi.org/10.2210/pdb5UTK/pdb
PDB-PD	Q02763_PF00041_544_626	7E72	E	http://doi.org/10.2210/pdb7E72/pdb
PDB-PD	Q02763_PF00041_640_724	7E72	E	http://doi.org/10.2210/pdb7E72/pdb
PDB-PD	Q02763_PF07714_824_1092	1FVR	A	http://doi.org/10.2210/pdb1FVR/pdb
PDB-PD	Q02763_PF10430_24_118	2GY5	A	http://doi.org/10.2210/pdb2GY5/pdb
PDB-PD	Q02779_PF14604_23_77	2RF0	D	http://doi.org/10.2210/pdb2RF0/pdb
PDB-PD	Q02790_PF00254_160_250	4LAY	A	http://doi.org/10.2210/pdb4LAY/pdb
PDB-PD	Q02790_PF00254_43_135	4LAY	A	http://doi.org/10.2210/pdb4LAY/pdb
PDB-PD	Q02817_PF00094_37_186	6TM2	B	http://doi.org/10.2210/pdb6TM2/pdb
PDB-PD	Q02817_PF00094_391_545	6TM2	B	http://doi.org/10.2210/pdb6TM2/pdb
PDB-PD	Q02817_PF00094_860_1009	6RBF	A	http://doi.org/10.2210/pdb6RBF/pdb
PDB-PD	Q02817_PF01826_295_351	6TM2	B	http://doi.org/10.2210/pdb6TM2/pdb
PDB-PD	Q02817_PF08742_1050_1117	6RBF	A	http://doi.org/10.2210/pdb6RBF/pdb
PDB-PD	Q02817_PF08742_587_654	6TM2	B	http://doi.org/10.2210/pdb6TM2/pdb
PDB-PD	Q02818_PF13499_245_322	1SNL	A	http://doi.org/10.2210/pdb1SNL/pdb
PDB-PD	Q03013_PF02798_3_82	4GTU	B	http://doi.org/10.2210/pdb4GTU/pdb
PDB-PD	Q03013_PF14497_105_201	4GTU	B	http://doi.org/10.2210/pdb4GTU/pdb
PDB-PD	Q03014_PF00046_138_194	2E1O	A	http://doi.org/10.2210/pdb2E1O/pdb
PDB-PD	Q03111_PF03366_27_108	6HT0	A	http://doi.org/10.2210/pdb6HT0/pdb
PDB-PD	Q03164_PF00628_1568_1627	3LQH	A	http://doi.org/10.2210/pdb3LQH/pdb
PDB-PD	Q03164_PF02008_1147_1194	4NW3	A	http://doi.org/10.2210/pdb4NW3/pdb
PDB-PD	Q03181_PF00104_236_422	5U3Q	A	http://doi.org/10.2210/pdb5U3Q/pdb
PDB-PD	Q03181_PF00105_72_140	2ENV	A	http://doi.org/10.2210/pdb2ENV/pdb
PDB-PD	Q03252_PF00932_467_579	2LLL	A	http://doi.org/10.2210/pdb2LLL/pdb
PDB-PD	Q03393_PF01242_13_145	3I2B	K	http://doi.org/10.2210/pdb3I2B/pdb
PDB-PD	Q03405_PF00021_216_294	2FD6	U	http://doi.org/10.2210/pdb2FD6/pdb
PDB-PD	Q03405_PF00021_25_99	2FD6	U	http://doi.org/10.2210/pdb2FD6/pdb
PDB-PD	Q03468_PF00176_510_812	7OOB	b	http://doi.org/10.2210/pdb7OOB/pdb
PDB-PD	Q03468_PF00271_840_952	7OOB	b	http://doi.org/10.2210/pdb7OOB/pdb
PDB-PD	Q03518_PF00005_581_731	1JJ7	A	http://doi.org/10.2210/pdb1JJ7/pdb
PDB-PD	Q03591_PF00084_208_262	4MUC	A	http://doi.org/10.2210/pdb4MUC/pdb
PDB-PD	Q03591_PF00084_23_83	3ZD2	A	http://doi.org/10.2210/pdb3ZD2/pdb
PDB-PD	Q03591_PF00084_266_327	4MUC	A	http://doi.org/10.2210/pdb4MUC/pdb
PDB-PD	Q03591_PF00084_87_140	3ZD2	A	http://doi.org/10.2210/pdb3ZD2/pdb
PDB-PD	Q03692_PF00386_553_677	1GR3	A	http://doi.org/10.2210/pdb1GR3/pdb
PDB-PD	Q03933_PF00447_10_110	5HDK	D	http://doi.org/10.2210/pdb5HDK/pdb
PDB-PD	Q04206_PF00554_21_186	1NFI	A	http://doi.org/10.2210/pdb1NFI/pdb
PDB-PD	Q04206_PF16179_195_292	1NFI	A	http://doi.org/10.2210/pdb1NFI/pdb
PDB-PD	Q04446_PF00128_220_338	4BZY	C	http://doi.org/10.2210/pdb4BZY/pdb
PDB-PD	Q04446_PF02806_603_698	4BZY	C	http://doi.org/10.2210/pdb4BZY/pdb
PDB-PD	Q04446_PF02922_75_161	4BZY	C	http://doi.org/10.2210/pdb4BZY/pdb
PDB-PD	Q04609_PF04253_627_747	5O5T	A	http://doi.org/10.2210/pdb5O5T/pdb
PDB-PD	Q04656_PF00403_11_72	3CJK	B	http://doi.org/10.2210/pdb3CJK/pdb
PDB-PD	Q04656_PF00403_174_235	1S6U	A	http://doi.org/10.2210/pdb1S6U/pdb
PDB-PD	Q04656_PF00403_280_340	2G9O	A	http://doi.org/10.2210/pdb2G9O/pdb
PDB-PD	Q04656_PF00403_380_441	1AW0	A	http://doi.org/10.2210/pdb1AW0/pdb
PDB-PD	Q04656_PF00403_492_552	1Y3J	A	http://doi.org/10.2210/pdb1Y3J/pdb
PDB-PD	Q04656_PF00403_567_628	1YJR	A	http://doi.org/10.2210/pdb1YJR/pdb
PDB-PD	Q04721_PF00066_1463_1497	2OO4	A	http://doi.org/10.2210/pdb2OO4/pdb
PDB-PD	Q04721_PF00066_1500_1535	2OO4	A	http://doi.org/10.2210/pdb2OO4/pdb
PDB-PD	Q04756_PF00089_408_641	1YC0	A	http://doi.org/10.2210/pdb1YC0/pdb
PDB-PD	Q04759_PF00069_380_634	5F9E	B	http://doi.org/10.2210/pdb5F9E/pdb
PDB-PD	Q04759_PF00130_160_212	2ENN	A	http://doi.org/10.2210/pdb2ENN/pdb
PDB-PD	Q04759_PF00130_232_284	2ENZ	A	http://doi.org/10.2210/pdb2ENZ/pdb
PDB-PD	Q04760_PF00903_31_174	3W0T	A	http://doi.org/10.2210/pdb3W0T/pdb
PDB-PD	Q04771_PF07714_208_495	6SRH	A	http://doi.org/10.2210/pdb6SRH/pdb
PDB-PD	Q04828_PF00248_18_301	1MRQ	A	http://doi.org/10.2210/pdb1MRQ/pdb
PDB-PD	Q04837_PF00436_30_140	6RUP	A	http://doi.org/10.2210/pdb6RUP/pdb
PDB-PD	Q04912_PF07714_1082_1341	3PLS	A	http://doi.org/10.2210/pdb3PLS/pdb
PDB-PD	Q04917_PF00244_10_234	2C63	A	http://doi.org/10.2210/pdb2C63/pdb
PDB-PD	Q05066_PF00505_60_128	1HRY	A	http://doi.org/10.2210/pdb1HRY/pdb
